Text|Rating|Votes|J/N
In the begining there was nothing Then Chuck Norris roundhouse kicked nothing in the face and told it to get a job.|3.29|24|
Wheaties are actually sun-dried Chuck Norris boogers.|3.29|24|
Chuck Norris doesn't go to the bathroom, the bathroom comes to him.|3.29|21|
When Chuck Norris walks of a cliff he stays right there hoovering, because no one pushes Chuck Norris. Not even gravity.|3.29|21|
Chuck Norris can hear your emotions.|3.29|21|
Did you know that the big bang didnt create Chuck Norris.Chuck Norris created the big bang!|3.29|21|
Chuck Norris can count the spots on a zebra.|3.29|21|
Chuck Norris once wanted to be a car salesman but nobody would hire him for one reason: Chuck Norris does not negotiate.|3.29|21|
When people commit suicide, they don't want to kill themselves. They just think it would be much less painful than getting killed by Chuck Norris.|3.29|21|
Chuck Norris doesn't buy lottery tickets because it wouldn't be fair.|3.29|21|
While America celebrates Thanksgiving Day, Chuck Norris celebrates Yourwelcomesgiving Day.|3.29|21|
Before accepting a job, Chuck Norris requires all potential employers to send him their company�s resume along with 300 references.|3.29|21|
Chuck Norris invented beer & pizza. He also invented the wheel but it doesn't taste as good at Superbowl parties.|3.29|21|
Chuck Norris keeps the Loch Ness Monster in his aquarium.|3.29|21|
Chuck Norris is so extreme he eats sundaes on monday.|3.29|21|
Chuck Norris' beard is currently being sold for excatly 15.5 Trillion Dollars.|3.29|17|
All of Chuck Norris' shows come on at prime time. Prime time for someone to get killed.|3.29|17|
Chuck Norris once fought a bear with just the fist behind the beard.|3.29|17|
I once had the divine privelege of meeting Chuck Norris. he told me everything i had heard about him was true.|3.29|17|
MC Hammer let Chuck Norris touch it.|3.29|17|
Chuck Norriss' sense of smell is so good, he knows every dog by name.|3.29|14|
The reason why Chuck Norris uses guns is because he's holding back.|3.29|14|
Pollen and dust are allergic to Chuck Norris.|3.29|14|
Chuck Norris doesn't lose socks in the drier, they run away.|3.29|14|
Chuck Norris once swam the Pacific Ocean...underwater.|3.29|14|
Irony is always what Chuck Norris expects it to be.|3.29|7|
Chuck Norris doesn't need call display. He knows it's you.|3.29|7|
Chuck Norris chews ice with his tongue.|3.29|7|
Chuck Norris has a favorite brand of tea: TNT.|3.29|110|
Mission Impossible was originally set in Chuck Norris's house.|3.29|90|
The reason they never made a Rocky VI was because Chuck Norris was the only one who showed up to audition for Rocky's opponent.|3.29|89|
Chuck Norris eats out only at buffets; no one serves Chuck Norris and lives.|3.29|76|
Chuck Norris died, went to hell. Roundhouse kicked the devil, and came back.|3.29|70|
Chuck Norris doesn't get mad, he gets vengeance.|3.29|62|
Chuck Norris doesn't take pain killers because pain is scared of him.|3.29|45|
When Chuck Norris brushes his teeth he uses Icey-Hot, and gasoline for mouth wash.|3.29|42|
Chuck Norris once pissed a kidney stone, it is now known as Ayers Rock.|3.28|36|
Silly rabbit trix are for Chuck Norris.|3.28|32|
Hey man,your refrigerator is running, from Chuck Norris.|3.28|29|
Chuck Noriis can do pushups with no hands.|3.28|29|
Chuck Norris TV is powered by human blood, and he watches tv 24/7.|3.28|25|
Chuck Norris can see the invisible man.|3.28|18|
Chuck Norris can run on a tight rope while he is completey wasted.|3.28|18|
Chuck Norris can do a one handed push-up on his back.|3.28|18|
"Chuck Norris' favorite musicians are John Lennon, Jimi Hendrix, and Kurt Cobain. Chuck doesn't like ""live"" music."|3.28|18|
Chuck Norris filled out an NCAA basketball tournament bracket and got all the picks wrong and still won.|3.28|18|
The world learns English to make sure they understand Chuck Norris.|3.28|18|
The Discovery Channel was originally going to have a Chuck Norris week instead of a shark week, but they found it to be too gory and violent.|3.28|18|
Chuck Norris doesn't have a bed time.|3.28|18|
Chuck Norris eats babys and craps out delta force agents.|3.28|18|
Chuck Norris divided by 2 is twice the Chuck Norris than before.|3.28|18|
Chuck Norris can stab you with a worm.|3.28|18|
Chuck Norris can get five runs in one play.|3.28|18|
"Chuck Norris Won ""Iron Chef America"" with only one dish and an expired, unheated microwave burrito from 7-Eleven."|3.28|125|
The shortest distance between two points is a straight line. Unless Chuck Norris is standing on the line. Then the shortest distance between two points is to run for your life.|3.28|116|
If you want to know what infinity is, then Google deaths by chuck Norris.|3.28|82|
Chuck Norris was born by c-section. Which he did himself from in the womb with a roundhouse kick.|3.28|61|
On earth day Chuck Norris planted shavings from his beard, the trees grew and became mighty. We call it the redwood forest.|3.28|54|
Chuck Norris really does sweat bullets.|3.27|37|
Chuck Norris once sneezed and created an alternate universe.|3.27|33|
Chuck Norris drove into a burger king, ordered a chalupa and got one.|3.27|30|
When Chuck Norris shoots a load he puts a rocket launcher to shame.|3.27|30|
CNN was once called CN ... Chuck Norris didn't like this...|3.27|30|
Ground Chuck was invented when Chuck Norris round housed an entire field of cattle.|3.27|30|
Chuck Norris can ride handle bars with no bike.|3.27|30|
Justin bieber throws his panties at Chuck Norris.|3.27|30|
Chuck Norris plays four square with a bowling ball.|3.27|26|
Chuck Norris KNOWS he's not in Kansas anymore.|3.27|26|
Kamikaze pilots drank sake before going into battle...Navy Seals drink Chuck Norris' sweat.|3.27|26|
For a normal man, one testicle is larger than the other. For Chuck Norris, each testicle is larger than the other.|3.27|26|
Chuck Norris isn't given tests, he TAKES them.|3.27|26|
Bruce Lee made the mistake of calling Chuck Norris a wimp this is how he realy died.|3.27|22|
People put ice cubes in there water to make it even colder... Chuck Norris puts red hot coals in his coffee to make it even hotter.|3.27|22|
Chuck Norris doesn't watch T.V., T.V. watches Chuck Norris to make sure he doesn't roundhouse kick it.|3.27|22|
Chuck Norris once was in WWE but they fired him ,nobody wants to see matches 9 seconds long.|3.27|22|
Whats worse the seeing Chuck Norris? Seeing Chuck Norris in HD.|3.27|22|
Chuck Norris' first date ended in four children.|3.27|22|
Chuck Norris can translate Japanese sign language into Russian Pig Latin.|3.27|22|
When Chuck Norris was being born. He gave is mom a C-Section so he could get the hell out of there.|3.27|15|
Chuck Norris can beat you in a eye staring contest when smoke from a fire is blowing up into his eyes.|3.27|15|
Bullets once sweated Chuck Norris.|3.27|15|
Mormons dont Knock on Chuck Norris's door.|3.27|15|
Chuck Norris`s car is powered by his aura.|3.27|15|
There was originally a song by Chuck Norris in Guitar Hero 3. However, it was removed as anyone who played it failed just as the song started.|3.27|15|
Spammers are careful not to include Chuck Norris in their email lists because he always replies...with a roundhouse kick to the face.|3.27|15|
The government bails out banks. Chuck Norris bails out the government.|3.27|15|
Chuck Norris can win a thumb wrestling match with both hands, and the fist beneath his beard behind his back.|3.27|15|
Chuck Norris makes fish sandwiches by battering your face.|3.27|15|
Chuck Norris can tell when paint is dry just by listening to it.|3.27|15|
Chuck Norris' denim budget is bigger then the U.S national defence budget.|3.27|15|
Chuck Norris won on the 'America's Got Talent' TV show when he roasted a whole moose on a Hibachi grill.|3.27|15|
Chuck Norris has won every game of Bingo and Yahtzee he has ever played. He has never said either word.|3.27|11|
Chuck Norris once had a staring competition with his own reflection and won.|3.27|11|
The 'Most Interesting Man in the World' is a member of the Chuck Norris fan club.|3.27|165|
Chuck Norris can build a plane out of Macgyver.|3.27|122|
Chuck Norris doesn't run out of ammunition because he doesn't need it.|3.27|122|
George W Bush stutters from a constant fear of Chuck Norris.|3.27|77|
Chuck Norris gave John Travolta Saturday Night Fever.|3.27|74|
Chuck Norris can kill you 101 different ways with a roll of extra-soft toilet paper.|3.27|64|
Chuck Norris can eat with his mouth closed|3.27|51|
Chuck Norris will roundhouse kick you in the back of your head while clipping his toe nails.|3.27|44|
When Chuck Norris farts under water the water the water boils.|3.27|41|
Jesus turned water into wine; Chuck Norris turns wine into grapes.|3.26|38|
Guns kill people Chuck Norris kills guns.|3.26|34|
Chuck Norris ripped the balls off of Rosie O'Donnell.|3.26|31|
Once apon a time there was Chuck Norris, Then he killed everybody, and he lived happily ever after... until he found out about Mars...|3.26|31|
Every time there is an akward silence, Chuck Norris kicks a baby in the face.|3.26|31|
Chuck Norris holds the current HR distance record in the MLB Home run derby he hit a homer over the wall of Yankee stadium and it landed in the parking lot... of MacAfee Coliseum.|3.26|31|
Chuck Norris Can Bend Rainbows.|3.26|31|
Chuck Norris never learned karate, karate learned Chuck Norris.|3.26|27|
This would have been another great Chuck Norris joke, but Chuck already found me, stabbed me with my pen, and strangled me with the piece of paper I was writing the joke on.|3.26|27|
The moon has craters because it kept pissing off Chuck Norris.|3.26|23|
Chuck Norris instantly digests gum.|3.26|23|
Chuck Norris can eat Mr. T and Jackie Chan and crap out Bruce Lee.|3.26|23|
Chuck Norris gets an additional 5% cash back on all of his hand written checks.|3.26|23|
Yey, though I walk through the valley of the shadow of death, I will fear no evil... because Chuck Norris walked through it first.|3.26|23|
Outlets fear the day Chuck Norris sticks his finger into them.|3.26|19|
When Chuck Norris go's to burger king he doesn't have it your way he has it his way.|3.26|19|
Chuck Norris proved that the sky not the limit.|3.26|19|
After Chuck Norris turned off the bedroom light, he had 8 hours of sleep before the room got dark.|3.26|19|
Chuck Norris can break a board in two with his mind.|3.26|19|
If Chuck Norris's foot could talk....it wouldnt ....it would just stare....which probably means that it can talk.|3.26|19|
Chuck Norris was the one who taught Michel jackson how to moon walk.|3.26|19|
Chuck Norris can bend a 12 inch thick block of diamond with one eye.|3.25|40|
Chuck Norris was the 4th wise man. He gave Jesus the power of beard.|3.25|40|
Chuck Norris is like spicy food: he can tear you up from the inside out.|3.25|36|
Chuck Norris sperm is techniqually listed as a weapon of mass destruction.|3.25|28|
Chuck Norris won super bowls VII and VIII singlehandedly before unexpectedly retiring to pursue a career in ass-kicking.|3.25|24|
When Chuck Norris stares at you, his eyes roundhouse kick your soul.|3.25|24|
Chuck Norris can cure narcolepsy just by walking into a room.|3.25|24|
Chuck Norris holds Atlas up.|3.25|20|
Chuck Norris can put a square peg in a round hole.|3.25|20|
Windows 7 was Chuck Norris' idea.|3.25|20|
The ice age will occur when Chuck holds his breath.|3.25|20|
The Mayan calender ends in 2012 not because the world does. That's just when Chuck Norris is retiring from protecting it.|3.25|20|
Chcuk Norris doesnt breath, he holds air hostage.|3.25|20|
Chuck Norris does not divide and conquer. he just conquers.|3.25|20|
Chuck Norris can kill seven Ninjas with a toothpick before breakfast, eat, then clean his teeth with the other end.|3.25|20|
Chuck Norris can find hay in a needle stack.|3.25|16|
Onions are Fuji apples to Chuck Norris.|3.25|16|
Chuck Norris doesn't get dropped from a college class, he drops the professor.|3.25|16|
Chuck Norris informed homeland security that he would no longer be carrying I.D. People should now who he is.|3.25|16|
Chuck Norris can lie while still telling the truth.|3.25|16|
Chuck Norris taught Cali Swag how to Dougie.|3.25|16|
Chuck Norris is the only human capable of reproducing A-sexually. They have 47 kids.|3.25|12|
Electricity comes in 3 voltages: 110, 220, and Chuck Norris.|3.25|12|
Chuck Norris once built a life size model of the entire world out of a tooth pick , rubberband, and toothpaste.|3.25|12|
Chuck Norris poops light sabers.|3.25|12|
Chuck Norris can cook minute rice in 30 seconds.|3.25|12|
Shaquille O'Neal breaks backboards when he dunks basketballs. Chuck Norris makes entire stadiums collapse.|3.25|8|
